15526163876, 0, 0.30885201416015623, -1.3335703247070312, 9.749189160156249, 0.12207031, 1.953125, 0.12207031
15526163876, 0, 0.28969840087890625, -1.3527239379882812, 9.756371765136718, 0.0, 1.8310547, 0.061035156
15526163876, 0, 0.25139117431640623, -1.3838485595703125, 9.775525378417969, 0.061035156, 1.5258789, 0.24414062
15526163876, 0, 0.18435352783203124, -1.4101847778320311, 9.746794958496093, 0.24414062, 1.0986328, 0.061035156
15526163876, 0, 0.1771709228515625, -1.4317325927734375, 9.744400756835937, 0.061035156, 0.6713867, -0.061035156
15526163876, 0, 0.16759411621093748, -1.4604630126953124, 9.739612353515625, -0.061035156, -0.061035156, 0.061035156
15526163876, 0, 0.1867477294921875, -1.4700398193359374, 9.753977563476562, 0.24414062, -0.36621094, -0.061035156
15526163876, 0, 0.20350714111328125, -1.4772224243164063, 9.792284790039062, 0.30517578, -0.91552734, 0.0
15526163877, 0, 0.23223756103515625, -1.467645617675781, 9.751583361816406, 0.0, -0.91552734, 0.061035156
15526163877, 0, 0.2537853759765625, -1.448492004394531, 9.746794958496093, -0.12207031, -0.6713867, 0.12207031
15526163877, 0, 0.28969840087890625, -1.419761584472656, 9.76116016845703, 0.24414062, -0.6713867, 0.18310547
15526163877, 0, 0.3064578125, -1.3742717529296875, 9.775525378417969, 0.061035156, -0.79345703, 0.12207031
15526163877, 0, 0.3280056274414062, -1.3383587280273437, 9.76116016845703, 0.18310547, -0.48828125, 0.18310547
15526163877, 0, 0.36152445068359373, -1.3072341064453123, 9.770736975097655, 0.061035156, -0.18310547, 0.12207031
15526163877, 0, 0.3687070556640625, -1.2976572998046874, 9.7683427734375, 0.24414062, 0.61035156, 0.30517578
15526163877, 0, 0.3495534423828125, -1.2665326782226562, 9.770736975097655, 0.18310547, 0.9765625, 0.48828125
15526163877, 0, 0.32082302246093747, -1.24498486328125, 9.785102185058593, 0.18310547, 0.5493164, 0.36621094
15526163877, 0, 0.28012159423828126, -1.24498486328125, 9.775525378417969, 0.18310547, 0.48828125, 0.24414062
15526163878, 0, 0.28490999755859375, -1.2401964599609374, 9.789890588378906, 0.18310547, -0.30517578, 0.061035156
15526163878, 0, 0.30406361083984373, -1.2282254516601563, 9.777919580078125, 0.18310547, 0.18310547, 0.12207031
